ID,Name,eventFlagId,distViewEventFlagId,iconId,bgmPlaceType,isAreaIcon,isOverrideDistViewMarkPos,isEnableNoText,areaNo,gridXNo,gridZNo,clearedEventFlagId,dispMask00,dispMask01,distViewIconId,angle,posX,posY,posZ,textId1,textEnableFlagId1,textDisableFlagId1,textId2,textEnableFlagId2,textDisableFlagId2,textId3,textId4,textId5,textId6,textId7,textId8,textType1,textType2,textType3,textType4,selectMinZoomStep,dispMinZoomStep,entryFEType
78500,,78500,0,83,999,0,0,1,60,47,51,0,1,0,0,-140.27000427246094,-4.639999866485596,999.1900024414062,-24.15999984741211,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
78501,,78501,0,83,999,0,0,1,60,49,53,0,1,0,0,-143.36000061035156,78.93000030517578,1559.27001953125,100.95999908447266,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
78502,,78502,0,83,999,0,0,1,60,51,56,0,1,0,0,-139.97000122070312,-2.859999895095825,1611.1400146484375,-43.150001525878906,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
78503,,78503,0,83,999,0,0,1,60,52,57,0,1,0,0,-40.849998474121094,82.4800033569336,1625.7900390625,77.83000183105469,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
78504,,78504,0,83,999,0,0,1,60,54,55,0,1,0,0,97.9000015258789,-30.389999389648438,1625.56005859375,62.29999923706055,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
78505,,78505,0,83,999,0,0,1,60,52,56,0,1,0,0,18.1299991607666,42.349998474121094,1667.1199951171875,-126.0999984741211,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
78506,,78506,0,83,999,0,0,1,60,52,54,0,1,0,0,6.610000133514404,-53.68000030517578,1706.52001953125,66.81999969482422,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
78507,,78507,0,83,999,0,0,1,60,52,53,0,1,0,0,-95.08999633789062,-79.18000030517578,1802.800048828125,-46.09000015258789,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
78510,,78510,0,83,999,0,0,1,60,51,57,0,1,0,0,129.22999572753906,121.4000015258789,1670.800048828125,-39.36000061035156,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
78511,,78511,0,83,999,0,0,1,60,51,57,0,1,0,0,-146.0,-15.989999771118164,1596.4599609375,59.939998626708984,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
78520,,78520,0,83,999,0,0,1,60,49,54,0,1,0,0,174.4199981689453,-97.72000122070312,1321.1700439453125,-3.7300000190734863,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
78521,,78521,0,83,999,0,0,1,60,49,55,0,1,0,0,165.16000366210938,-104.47000122070312,1266.9100341796875,105.83000183105469,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95100,,78100,0,83,999,0,0,1,60,42,36,0,1,0,0,172.69000244140625,-12.829999923706055,90.69999694824219,-54.5,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95101,,78101,0,83,999,0,0,1,60,42,36,0,1,0,0,-169.69000244140625,-45.38999938964844,92.33999633789062,80.9800033569336,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95102,,78102,0,83,999,0,0,1,60,42,37,0,1,0,0,122.76000213623047,9.649999618530273,111.75,112.41999816894531,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95103,,78103,0,83,999,0,0,1,60,41,38,0,1,0,0,65.44000244140625,17.149999618530273,205.75999450683594,17.040000915527344,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95104,,78104,0,83,999,0,0,1,10,0,0,0,1,0,0,46.25,36.349998474121094,-11.279999732971191,5.360000133514404,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95110,,78110,0,83,999,0,0,1,60,44,35,0,1,0,0,-26.149999618530273,-38.2400016784668,74.56999969482422,47.2599983215332,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95111,,78111,0,83,999,0,0,1,60,44,34,0,1,0,0,4.150000095367432,103.02999877929688,42.560001373291016,0.5699999928474426,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95112,,78112,0,83,999,0,0,1,60,44,33,0,1,0,0,28.649999618530273,81.25,43.310001373291016,-94.80000305175781,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95113,,78113,0,83,999,0,0,1,60,43,31,0,1,0,0,27.290000915527344,104.4000015258789,14.260000228881836,-2.869999885559082,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95200,,78200,0,83,999,0,0,1,60,39,40,0,1,0,0,125.58999633789062,16.209999084472656,337.6600036621094,-71.12000274658203,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95201,,78201,0,83,999,0,0,1,60,38,40,0,1,0,0,155.0,44.099998474121094,238.14999389648438,115.16000366210938,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95202,,78202,0,83,999,0,0,1,60,38,41,0,1,0,0,124.0,-79.02999877929688,237.3800048828125,76.5199966430664,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95203,,78203,0,83,999,0,0,1,60,37,42,0,1,0,0,-169.0,-98.20999908447266,249.6300048828125,24.969999313354492,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95204,,78204,0,83,999,0,0,1,60,37,44,0,1,0,0,137.0,-30.059999465942383,237.57000732421875,-97.81999969482422,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95205,,78205,0,83,999,0,0,1,60,35,45,0,1,0,0,146.8699951171875,106.38999938964844,268.07000732421875,-62.810001373291016,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95206,,78206,0,83,999,0,0,1,60,35,46,0,1,0,0,29.899999618530273,-92.91000366210938,321.8399963378906,-33.0,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95210,,78210,0,83,999,0,0,1,60,36,48,0,1,0,0,-161.69000244140625,-87.23999786376953,320.989990234375,-98.51000213623047,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95211,,78211,0,83,999,0,0,1,60,36,49,0,1,0,0,-126.05999755859375,8.319999694824219,322.0,-92.0199966430664,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95212,,78212,0,83,999,0,0,1,60,38,50,0,1,0,0,-127.16999816894531,-17.1200008392334,367.2200012207031,-63.04999923706055,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95220,,78220,0,83,999,0,0,1,60,33,46,0,1,0,0,-162.552001953125,-59.880001068115234,261.1099853515625,-64.61000061035156,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95221,,78221,0,83,999,0,0,1,60,34,47,0,1,0,0,147.52999877929688,76.72000122070312,240.07000732421875,45.369998931884766,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95222,,78222,0,83,999,0,0,1,60,34,48,0,1,0,0,-145.69000244140625,-52.58000183105469,256.5799865722656,13.380000114440918,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95223,,78223,0,83,999,0,0,1,60,34,49,0,1,0,0,-135.85000610351562,52.060001373291016,272.8699951171875,-68.55999755859375,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95224,,78224,0,83,999,0,0,1,60,35,50,0,1,0,0,-165.36000061035156,-17.510000228881836,316.1000061035156,-134.47000122070312,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95230,,78230,0,83,999,0,0,1,60,34,50,0,1,0,0,-142.9499969482422,-56.54999923706055,511.6400146484375,23.860000610351562,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95300,,78300,0,83,999,0,0,1,60,37,51,0,1,0,0,-124.20800018310547,-46.06999969482422,656.4099731445312,-62.54999923706055,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95301,,78301,0,83,999,0,0,1,60,38,51,0,1,0,0,-88.55999755859375,-21.780000686645508,766.1500244140625,50.08000183105469,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95302,,78302,0,83,999,0,0,1,60,39,51,0,1,0,0,-88.9000015258789,92.63999938964844,760.4600219726562,-0.23999999463558197,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95303,,78303,0,83,999,0,0,1,60,42,51,0,1,0,0,-145.9499969482422,-51.349998474121094,850.2100219726562,-44.33000183105469,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95304,,78304,0,83,999,0,0,1,60,43,53,0,1,0,0,-63.09000015258789,-53.65999984741211,949.5900268554688,-78.08000183105469,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95310,,78310,0,83,999,0,0,1,60,40,52,0,1,0,0,-153.52999877929688,109.3499984741211,828.2999877929688,138.86000061035156,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95311,,78311,0,83,999,0,0,1,60,41,54,0,1,0,0,-48.75,76.83000183105469,887.5,74.0,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95350,,78350,0,83,999,0,0,1,60,40,54,0,1,0,0,44.834999084472656,66.43000030517578,820.5700073242188,113.11000061035156,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95351,,78351,0,83,999,0,0,1,60,39,53,0,1,0,0,125.77999877929688,-98.55999755859375,812.8200073242188,37.45000076293945,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95352,,78352,0,83,999,0,0,1,60,38,54,0,1,0,0,104.80000305175781,28.190000534057617,860.989990234375,-123.25,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95353,,78353,0,83,999,0,0,1,60,36,54,0,1,0,0,76.26599884033203,117.70999908447266,1010.7999877929688,25.469999313354492,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95400,,78400,0,83,999,0,0,1,60,46,40,0,1,0,0,-103.66999816894531,105.37000274658203,171.00999450683594,-65.19000244140625,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95401,,78401,0,83,999,0,0,1,60,47,40,0,1,0,0,-19.100000381469727,105.30000305175781,164.36000061035156,-19.639999389648438,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95402,,78402,0,83,999,0,0,1,60,48,39,0,1,0,0,-0.949999988079071,-87.88999938964844,130.94000244140625,0.8899999856948853,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95403,,78403,0,83,999,0,0,1,60,48,38,0,1,0,0,-68.0,-104.23999786376953,98.16999816894531,22.25,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95404,,78404,0,83,999,0,0,1,60,48,38,0,1,0,0,-114.5739974975586,-2.0199999809265137,71.80999755859375,-32.27000045776367,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95405,,78405,0,83,999,0,0,1,60,49,38,0,1,0,0,-148.5,-25.194000244140625,65.84500122070312,46.76300048828125,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95406,,78406,0,83,999,0,0,1,60,49,39,0,1,0,0,-165.0,99.4800033569336,65.48999786376953,-31.719999313354492,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95407,,78407,0,83,999,0,0,1,60,49,39,0,1,0,0,-41.400001525878906,128.5,99.36000061035156,54.9900016784668,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95410,,78410,0,83,999,0,0,1,60,48,37,0,1,0,0,-40.34000015258789,-118.83999633789062,114.36000061035156,39.7599983215332,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95411,,78411,0,83,999,0,0,1,60,48,36,0,1,0,0,-67.19999694824219,38.529998779296875,126.58999633789062,99.69000244140625,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95412,,78412,0,83,999,0,0,1,60,50,36,0,1,0,0,-96.51000213623047,-68.30999755859375,38.72999954223633,-82.76000213623047,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95413,,78413,0,83,999,0,0,1,60,51,36,0,1,0,0,172.07000732421875,93.12999725341797,90.76000213623047,-40.189998626708984,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95414,,78414,0,83,999,0,0,1,60,51,36,0,1,0,0,-167.8300018310547,81.61000061035156,91.81999969482422,18.93000030517578,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95600,,78600,0,83,999,0,0,1,12,2,0,0,0,1,0,135.0,1184.969970703125,-619.1900024414062,1909.6099853515625,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95800,,78800,0,83,999,0,0,1,20,0,0,0,0,0,0,-128.5,-49.66999816894531,118.11000061035156,311.7699890136719,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95900,,78900,0,83,999,0,0,1,21,1,0,0,0,0,0,45.0,85.95999908447266,351.760009765625,362.239990234375,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95901,,78901,0,83,999,0,0,1,21,2,0,0,0,0,0,80.0,-1.2200000286102295,131.9199981689453,260.25,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95902,,78902,0,83,999,0,0,1,61,47,47,0,0,0,0,54.5,-107.47000122070312,634.8900146484375,43.88999938964844,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95903,,78903,0,83,999,0,0,1,61,46,47,0,0,0,0,26.0,-94.19999694824219,562.989990234375,-101.37999725341797,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95904,,78904,0,83,999,0,0,1,61,45,45,0,0,0,0,113.0,-19.170000076293945,556.0499877929688,75.06999969482422,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95905,,78905,0,83,999,0,0,1,61,44,46,0,0,0,0,8.0,-47.5,625.5,-56.689998626708984,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
95906,,78906,0,83,999,0,0,1,61,44,45,0,0,0,0,10.0,-56.36000061035156,625.0,124.19999694824219,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96100,,78190,0,84,999,0,0,1,60,42,36,0,1,0,0,142.16000366210938,-125.8499984741211,115.44000244140625,116.56999969482422,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96101,,78190,0,85,999,0,0,1,60,42,36,0,1,0,0,0.0,-125.8499984741211,115.44000244140625,116.56999969482422,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96102,,78192,0,84,999,0,0,1,60,43,39,0,1,0,0,169.5500030517578,-75.66000366210938,196.89999389648438,-32.779998779296875,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96103,,78192,0,85,999,0,0,1,60,43,39,0,1,0,0,0.0,-75.66000366210938,196.89999389648438,-32.779998779296875,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96104,,78194,0,84,999,0,0,1,60,43,38,0,1,0,0,122.69999694824219,137.0500030517578,102.47000122070312,33.43000030517578,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96105,,78194,0,85,999,0,0,1,60,43,38,0,1,0,0,0.0,137.0500030517578,102.47000122070312,33.43000030517578,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96106,,78196,0,84,999,0,0,1,60,43,34,0,1,0,0,-18.489999771118164,-125.12000274658203,74.20999908447266,-79.95999908447266,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96107,,78196,0,85,999,0,0,1,60,43,34,0,1,0,0,0.0,-125.12000274658203,74.20999908447266,-79.95999908447266,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96108,,78198,0,84,999,0,0,1,60,45,34,0,1,0,0,-91.08000183105469,-89.97000122070312,86.0999984741211,-49.97999954223633,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96109,,78198,0,85,999,0,0,1,60,45,34,0,1,0,0,0.0,-89.97000122070312,86.0999984741211,-49.97999954223633,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96200,,78290,0,84,999,0,0,1,60,38,48,0,1,0,0,-93.56999969482422,85.25,460.2300109863281,98.80000305175781,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96201,,78290,0,85,999,0,0,1,60,38,48,0,1,0,0,0.0,85.25,460.2300109863281,98.80000305175781,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96202,,78292,0,84,999,0,0,1,60,33,44,0,1,0,0,-12.770000457763672,-40.27000045776367,280.1400146484375,-81.36000061035156,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96203,,78292,0,85,999,0,0,1,60,33,44,0,1,0,0,0.0,-40.27000045776367,280.1400146484375,-81.36000061035156,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
96204,,78294,0,84,999,0,0,1,60,39,42,0,1,0,0,-18.940000534057617,79.88999938964844,275.2799987792969,19.829999923706055,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0
